,gpu_src,cpu_src,cpu_exec,gpu_exec,errors,n,b1,b2,b3,g1,g2,g3
29,"


__global__ void kernel(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int unruffled_northcutt = bx*bdx + tx;
    if (unruffled_northcutt < N){
        __syncthreads();
        confident_dijkstra_output[unruffled_northcutt] /= serene_panini_input[unruffled_northcutt];
    }
    
        
}

void func_gpu(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * sad_shirley_input_gpu;
    float * serene_panini_input_gpu;
    float * vigilant_fermi_output_gpu;
    float * confident_dijkstra_output_gpu;

    cudaMalloc(&sad_shirley_input_gpu, size);
    cudaMalloc(&serene_panini_input_gpu, size);
    cudaMalloc(&vigilant_fermi_output_gpu, size);
    cudaMalloc(&confident_dijkstra_output_gpu, size);

    cudaMemcpy(sad_shirley_input_gpu, sad_shirley_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(serene_panini_input_gpu, serene_panini_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(sad_shirley_input_gpu, serene_panini_input_gpu, vigilant_fermi_output_gpu, confident_dijkstra_output_gpu, N);

    cudaMemcpy(vigilant_fermi_output, vigilant_fermi_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(confident_dijkstra_output, confident_dijkstra_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(sad_shirley_input_gpu);
    cudaFree(serene_panini_input_gpu);
    cudaFree(vigilant_fermi_output_gpu);
    cudaFree(confident_dijkstra_output_gpu);
}
        ","
void func_cpu(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N){

    for (int unruffled_northcutt = 0; unruffled_northcutt <= N; unruffled_northcutt++){

        confident_dijkstra_output[unruffled_northcutt] /= serene_panini_input[unruffled_northcutt];
    }
        
}
        ",0.000000,0.160000,0,100000,10000,1,1,10,1,1
30,"


__global__ void kernel(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int unruffled_northcutt = bx*bdx + tx;
    if (unruffled_northcutt < N){
        __syncthreads();
        confident_dijkstra_output[unruffled_northcutt] /= serene_panini_input[unruffled_northcutt];
    }
    
        
}

void func_gpu(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * sad_shirley_input_gpu;
    float * serene_panini_input_gpu;
    float * vigilant_fermi_output_gpu;
    float * confident_dijkstra_output_gpu;

    cudaMalloc(&sad_shirley_input_gpu, size);
    cudaMalloc(&serene_panini_input_gpu, size);
    cudaMalloc(&vigilant_fermi_output_gpu, size);
    cudaMalloc(&confident_dijkstra_output_gpu, size);

    cudaMemcpy(sad_shirley_input_gpu, sad_shirley_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(serene_panini_input_gpu, serene_panini_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(sad_shirley_input_gpu, serene_panini_input_gpu, vigilant_fermi_output_gpu, confident_dijkstra_output_gpu, N);

    cudaMemcpy(vigilant_fermi_output, vigilant_fermi_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(confident_dijkstra_output, confident_dijkstra_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(sad_shirley_input_gpu);
    cudaFree(serene_panini_input_gpu);
    cudaFree(vigilant_fermi_output_gpu);
    cudaFree(confident_dijkstra_output_gpu);
}
        ","
void func_cpu(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N){

    for (int unruffled_northcutt = 0; unruffled_northcutt <= N; unruffled_northcutt++){

        confident_dijkstra_output[unruffled_northcutt] /= serene_panini_input[unruffled_northcutt];
    }
        
}
        ",0.000000,0.180000,0,100000,1000,1,1,100,1,1
31,"


__global__ void kernel(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int unruffled_northcutt = bx*bdx + tx;
    if (unruffled_northcutt < N){
        __syncthreads();
        confident_dijkstra_output[unruffled_northcutt] /= serene_panini_input[unruffled_northcutt];
    }
    
        
}

void func_gpu(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * sad_shirley_input_gpu;
    float * serene_panini_input_gpu;
    float * vigilant_fermi_output_gpu;
    float * confident_dijkstra_output_gpu;

    cudaMalloc(&sad_shirley_input_gpu, size);
    cudaMalloc(&serene_panini_input_gpu, size);
    cudaMalloc(&vigilant_fermi_output_gpu, size);
    cudaMalloc(&confident_dijkstra_output_gpu, size);

    cudaMemcpy(sad_shirley_input_gpu, sad_shirley_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(serene_panini_input_gpu, serene_panini_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(sad_shirley_input_gpu, serene_panini_input_gpu, vigilant_fermi_output_gpu, confident_dijkstra_output_gpu, N);

    cudaMemcpy(vigilant_fermi_output, vigilant_fermi_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(confident_dijkstra_output, confident_dijkstra_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(sad_shirley_input_gpu);
    cudaFree(serene_panini_input_gpu);
    cudaFree(vigilant_fermi_output_gpu);
    cudaFree(confident_dijkstra_output_gpu);
}
        ","
void func_cpu(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N){

    for (int unruffled_northcutt = 0; unruffled_northcutt <= N; unruffled_northcutt++){

        confident_dijkstra_output[unruffled_northcutt] /= serene_panini_input[unruffled_northcutt];
    }
        
}
        ",0.000000,0.160000,0,100000,100,1,1,1000,1,1
32,"


__global__ void kernel(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int unruffled_northcutt = bx*bdx + tx;
    if (unruffled_northcutt < N){
        __syncthreads();
        confident_dijkstra_output[unruffled_northcutt] /= serene_panini_input[unruffled_northcutt];
    }
    
        
}

void func_gpu(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * sad_shirley_input_gpu;
    float * serene_panini_input_gpu;
    float * vigilant_fermi_output_gpu;
    float * confident_dijkstra_output_gpu;

    cudaMalloc(&sad_shirley_input_gpu, size);
    cudaMalloc(&serene_panini_input_gpu, size);
    cudaMalloc(&vigilant_fermi_output_gpu, size);
    cudaMalloc(&confident_dijkstra_output_gpu, size);

    cudaMemcpy(sad_shirley_input_gpu, sad_shirley_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(serene_panini_input_gpu, serene_panini_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(sad_shirley_input_gpu, serene_panini_input_gpu, vigilant_fermi_output_gpu, confident_dijkstra_output_gpu, N);

    cudaMemcpy(vigilant_fermi_output, vigilant_fermi_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(confident_dijkstra_output, confident_dijkstra_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(sad_shirley_input_gpu);
    cudaFree(serene_panini_input_gpu);
    cudaFree(vigilant_fermi_output_gpu);
    cudaFree(confident_dijkstra_output_gpu);
}
        ","
void func_cpu(float * sad_shirley_input, float * serene_panini_input, float * vigilant_fermi_output, float * confident_dijkstra_output, unsigned int N){

    for (int unruffled_northcutt = 0; unruffled_northcutt <= N; unruffled_northcutt++){

        confident_dijkstra_output[unruffled_northcutt] /= serene_panini_input[unruffled_northcutt];
    }
        
}
        ",0.000000,0.160000,0,100000,1000,1,1,100,1,1
33,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.210000,0,10,10,1,1,1,1,1
34,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.160000,0,100,100,1,1,1,1,1
35,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.150000,0,100,10,1,1,10,1,1
36,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.160000,0,100,1,1,1,100,1,1
37,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.160000,0,10000,10000,1,1,1,1,1
38,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.160000,0,10000,1000,1,1,10,1,1
39,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.160000,0,10000,100,1,1,100,1,1
40,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.160000,0,100000,10000,1,1,10,1,1
41,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.190000,0,100000,1000,1,1,100,1,1
42,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.160000,0,100000,100,1,1,1000,1,1
43,"


__global__ void kernel(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int elegant_ardinghelli = bx*bdx + tx;
    if (elegant_ardinghelli < N){
        atomicAdd(&awesome_brattain_output[elegant_ardinghelli], confident_mahavira_input[elegant_ardinghelli]);
    }
    
        
}

void func_gpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * confident_mahavira_input_gpu;
    float * awesome_brattain_output_gpu;
    float * agitated_murdock_output_gpu;

    cudaMalloc(&confident_mahavira_input_gpu, size);
    cudaMalloc(&awesome_brattain_output_gpu, size);
    cudaMalloc(&agitated_murdock_output_gpu, size);

    cudaMemcpy(confident_mahavira_input_gpu, confident_mahavira_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(confident_mahavira_input_gpu, awesome_brattain_output_gpu, agitated_murdock_output_gpu, N);

    cudaMemcpy(awesome_brattain_output, awesome_brattain_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(agitated_murdock_output, agitated_murdock_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(confident_mahavira_input_gpu);
    cudaFree(awesome_brattain_output_gpu);
    cudaFree(agitated_murdock_output_gpu);
}
        ","
void func_cpu(float * confident_mahavira_input, float * awesome_brattain_output, float * agitated_murdock_output, unsigned int N){

    for (int elegant_ardinghelli = 0; elegant_ardinghelli <= N; elegant_ardinghelli++){
        awesome_brattain_output[elegant_ardinghelli] += confident_mahavira_input[elegant_ardinghelli];
    }
        
}
        ",0.000000,0.170000,0,100000,1000,1,1,100,1,1
